1,0.0
2,1.002
3,0.0
4,0.9972
5,0.0
6,0.0
7,0.0
8,0.0
9,1.002
10,0.0
11,1.0001
12,0.0
13,0.0
14,0.0
15,0.0
16,0.9992
17,0.0
18,1.0277
19,0.0
20,0.0
21,0.0
22,0.0
23,0.9915
24,0.0
25,1.0
26,0.0
27,0.9998
28,0.0
29,0.0
30,1.0091
31,0.0
32,1.0003
33,0.0
34,0.9809
35,0.0
36,0.0
37,1.0098
38,0.0
39,0.9999
40,0.0
41,1.0087
42,0.0
43,0.0
44,1.001
45,0.0
46,0.9991
47,0.0
48,1.0003
49,0.0
50,0.0
51,0.9998
52,0.0
53,0.9999
54,0.0
55,0.9848
56,0.0
57,0.0
58,0.0
59,0.0
60,1.0
61,0.0
62,0.9912
63,0.0
64,0.0
65,0.0
66,0.0
67,0.9861
68,1.0028
69,0.998
70,0.0
71,0.9959
72,0.0
73,0.9985
74,0.0
75,0.0
76,0.0
77,0.0
78,0.9999
79,0.0
80,0.9999
81,0.0
82,1.0005
83,0.0
84,0.0
85,1.0605
86,0.0
87,0.9395
88,0.0
89,0.9993
90,0.0
91,0.0
92,0.0
93,0.0
94,0.9994
95,0.0
96,0.9999
97,0.0
98,1.0002
99,0.0
100,0.0
101,1.0005
102,0.0
103,1.0017
104,0.0
105,0.9985
106,0.0
107,0.9994
108,0.0
109,0.0
110,0.0
111,0.0
112,0.9997
113,0.0
114,1.0005
115,0.0
116,1.0
117,0.0
118,0.0
119,0.9996
120,0.0
121,0.9999
122,0.0
123,0.9999
124,0.0
125,0.0
126,0.0
127,0.0
128,1.0004
129,0.0
130,0.9998
131,0.0
132,1.0003
133,0.0
134,0.0
135,0.9997
136,1.0104
137,0.9998
138,0.0
139,0.0
140,0.9999
141,0.0
142,1.0087
143,0.0
144,0.9913
145,0.0
146,0.0
147,1.0087
148,0.0
149,1.0001
150,0.0
151,1.0001
152,0.0
153,0.0
154,0.9912
155,0.0
156,0.9998
157,0.0
158,1.0086
159,0.0
160,0.0
161,1.0003
162,0.0
163,1.0
164,0.0
165,1.0
166,0.0
167,0.0
168,0.0
169,0.0
170,1.0
171,0.0
172,0.9859
173,0.0
174,0.9996
175,0.0
176,0.9978
177,0.0
178,0.0
179,1.0079
180,0.0
181,1.0
182,0.0
183,1.0087
184,0.0
185,0.0
186,0.0
187,0.0
188,1.0001
189,0.0
190,0.9835
191,0.0
192,0.0
193,0.0
194,0.0
195,0.9999
196,0.0
197,1.0001
198,0.0
199,1.0004
200,0.0
201,0.0
202,0.9996
203,0.0
204,0.9999
205,0.0
206,1.0002
207,0.0
208,0.0
209,0.9913
210,0.0
211,0.9999
212,0.0
213,1.0086
214,0.0
215,0.0
216,1.0001
217,0.0
218,1.0
219,0.0
220,0.9914
221,0.0
222,0.0
223,1.009
224,0.0
225,0.9997
226,0.0
227,1.0005
228,0.0
229,0.0
230,0.9994
231,0.0
232,1.0003
233,0.0
234,1.0007
235,0.0
236,0.0
237,0.9863
238,0.0
239,1.013
240,0.0
241,0.9912
242,0.0
243,0.0
244,0.0
245,0.0
246,0.9921
247,0.0
248,1.008
249,0.0
250,1.0004
251,0.0
252,0.0
253,0.9997
254,0.0
255,1.0
256,0.0
257,0.9913
258,0.0
259,0.0
260,0.9999
261,0.0
262,1.0
263,0.0
264,1.0087
265,0.0
266,0.0
267,1.0001
268,0.0
269,1.0005
270,0.0
271,0.9995
272,0.0
273,0.0
274,0.0
275,0.0
276,0.9997
277,0.0
278,0.9998
279,0.0
280,1.0001
281,0.0
282,0.0
283,0.9913
284,0.0
285,1.0086
286,0.0
287,1.0002
288,0.0
289,0.0
290,1.0
291,0.0
292,0.99
293,0.0
294,1.0101
295,0.0
296,0.0
297,1.0002
298,0.0
299,0.9996
300,0.0
301,1.0
302,0.0
303,0.0
304,0.0
305,0.0
306,1.0001
307,0.0
308,0.9999
309,0.0
310,1.0
311,0.0
312,0.0
313,1.0
314,0.0
315,1.0005
316,0.0
317,0.9996
318,0.0
319,0.0
320,0.9914
321,0.0
322,1.0086
323,0.0
324,1.0001
325,0.0
326,0.0
327,0.9997
328,0.0
329,1.0002
330,0.0
331,1.0001
332,0.0
333,0.0
334,0.9999
335,0.0
336,0.9913
337,0.0
338,1.0088
339,0.0
340,0.0
341,1.0
342,0.0
343,1.0002
344,0.0
345,0.9996
346,0.0
347,0.0
348,1.0002
349,0.0
350,1.0
351,0.9999
352,0.0
353,0.9914
354,1.0101
355,1.0
356,0.0
357,1.0004
358,0.9996
359,0.0
360,1.0003
361,0.9998
362,0.0
363,0.0
364,1.0001
365,1.0014
366,0.0
367,1.0
368,1.0
369,0.0
370,0.0
371,1.0005
372,0.0
373,0.9995
374,0.0
375,0.0
376,0.9999
377,0.0
378,0.9899
379,0.0
380,1.0001
381,0.0
382,1.01
383,0.0
384,0.0
385,1.0001
386,0.0
387,0.9998
388,0.0
389,1.0002
390,0.0
391,0.0
392,1.0
393,0.0
394,0.9825
395,0.0
396,1.0161
397,0.0
398,0.9914
399,0.0
400,0.0
401,1.01
402,0.0
403,1.0
404,0.0
405,1.0001
406,0.0
407,0.0
408,0.9999
409,0.0
410,0.9838
411,0.0
412,0.9977
413,0.0
414,0.9994
415,0.0
416,0.0
417,1.0001
418,0.0
419,0.9996
420,0.0
421,0.9997
422,0.0
423,0.0
424,0.0
425,0.0
426,0.9992
427,0.0
428,1.01
429,0.0
430,1.0001
431,0.0
432,0.0
433,0.9933
434,0.0
435,1.0054
436,0.0
437,0.9911
438,0.0
439,0.0
440,1.0122
441,0.0
442,0.9981
443,0.0
444,0.9998
445,0.0
446,0.997
447,0.0
448,0.0
449,0.9929
450,0.0
451,1.0123
452,0.0
453,0.9979
454,0.0
455,0.0
456,0.0
457,0.0
458,1.0001
459,0.0
460,0.9999
461,0.0
462,1.0005
463,0.0
464,0.0
465,0.9995
466,0.0
467,1.0005
468,0.0
469,0.9996
470,0.0
471,0.0
472,1.0
473,0.0
474,0.9985
475,0.0
476,1.0049
477,0.0
478,0.9966
479,0.0
480,0.0
481,1.0
482,0.0
483,0.9999
484,0.0
485,0.9992
486,0.0
487,0.0
488,0.9907
489,0.0
490,1.0106
491,0.0
492,0.9891
493,0.0
494,1.0093
495,0.0
496,0.0
497,0.0
498,0.0
499,1.0
500,0.0
501,1.0012
502,0.0
503,1.0001
504,0.0
505,0.0
506,1.0
507,0.0
508,0.9821
509,0.0
510,1.0079
511,0.0
512,1.0085
513,0.0
514,0.0
515,0.9914
516,0.0
517,1.01
518,0.0
519,0.9999
520,0.0
521,0.0
522,1.0002
523,0.0
524,0.9899
525,0.0
526,1.0099
527,0.0
528,1.0002
529,0.0
530,0.0
531,1.0001
532,0.0
533,0.9997
534,0.0
535,1.0005
536,0.0
537,0.0
538,0.9896
539,0.0
540,1.0099
541,0.0
542,1.0001
543,0.0
544,0.0
545,0.0
546,0.0
547,1.0
548,0.0
549,0.9998
550,0.0
551,0.9989
552,0.0
553,0.0
554,0.0
555,0.0
556,1.0098
557,0.0
558,0.9994
559,0.0
560,0.9907
561,0.0
562,0.0
563,0.0
564,0.0
565,1.0001
566,0.0
567,1.0001
568,0.0
569,0.0
570,0.0
571,0.0
572,0.9912
573,0.0
574,1.0087
575,0.0
576,1.0006
577,0.0
578,0.0
579,0.9996
580,0.0
581,0.9998
582,0.0
583,0.9913
584,0.0
585,0.0
586,0.9999
587,0.0
588,1.0087
589,0.0
590,0.9914
591,0.0
592,0.0
593,0.0
594,0.0
595,1.0003
596,0.0
597,0.9999
598,0.0
599,0.9999
600,0.0
