1,22.9151
2,4.9828
3,8.0938
4,1.8971
5,1.7901
6,1.7499
7,1.7076
8,1.6917
9,4.4955
10,1.4549
11,1.0904
12,1.1225
13,1.0937
14,1.0873
15,1.0645
16,1.0727
17,1.0415
18,1.0536
19,1.5709
20,1.9065
21,1.9206
22,2.1852
23,1.7908
24,1.8351
25,3.9488
26,1.0576
27,1.0811
28,1.0202
29,1.0318
30,1.0656
31,1.1845
32,1.0485
33,1.0869
34,1.0118
35,1.1631
36,1.3771
37,1.0733
38,1.0788
39,1.0772
40,1.0563
41,1.1437
42,1.2537
43,1.8154
44,2.1061
45,1.9089
46,2.1032
47,1.984
48,1.8969
49,2.1377
50,2.3639
51,2.2149
52,2.1512
53,3.2545
54,1.2457
55,1.2851
56,1.1724
57,1.287
58,1.1814
59,1.2718
60,1.3875
61,1.7634
62,1.6504
63,1.881
64,1.1504
65,1.5222
66,1.1525
67,1.1579
68,1.1764
69,1.2679
70,1.408
71,1.3014
72,1.1188
73,1.1111
74,1.1659
75,1.0969
76,1.1617
77,1.6245
78,1.1821
79,1.1431
80,3.2381
81,1.2022
82,1.488
83,1.1612
84,1.2297
85,1.1035
86,1.1157
87,1.1848
88,1.1526
89,1.4188
90,1.1343
91,1.4318
92,1.2276
93,1.2564
94,1.5723
95,2.0089
96,1.2397
97,1.1233
98,1.0871
99,1.0624
100,1.0606
101,1.1814
102,1.0279
103,1.0451
104,1.0656
105,1.0783
106,1.0848
107,3.4427
108,1.7475
109,1.6963
110,1.7591
111,2.0432
112,1.9479
113,2.3351
114,2.1104
115,1.8323
116,1.6317
117,1.6767
118,1.8389
119,1.9456
120,1.801
121,1.5891
122,1.6171
123,1.8734
124,1.7712
125,1.9236
126,1.7789
127,1.5857
128,1.1142
129,1.0393
130,1.1165
131,1.1209
132,1.0307
133,1.0702
134,1.7663
135,1.1963
136,1.0666
137,1.026
138,1.0794
139,1.117
140,1.07
141,1.0538
142,1.0691
143,1.0259
144,1.136
145,1.0149
146,1.0563
147,3.9889
148,1.1345
149,1.0862
150,1.0824
151,1.0288
152,1.0907
153,1.0757
154,1.0526
155,1.0708
156,1.1064
157,1.0475
158,1.1491
159,1.021
160,1.046
161,1.0785
162,1.0234
163,1.0666
164,1.019
165,1.0342
166,1.0707
167,1.0108
168,1.055
169,1.0966
170,1.0375
171,1.078
172,1.0647
173,1.0997
174,1.0781
175,1.0201
176,1.0666
177,1.0936
178,1.0073
179,1.0363
180,1.0801
181,1.0292
182,1.071
183,1.0215
184,1.0454
185,3.2449
186,1.2165
187,1.3753
188,1.1392
189,1.0287
190,1.0648
191,1.0655
192,1.0137
193,1.1
194,1.1649
195,1.1043
196,1.1015
197,1.0781
198,1.0762
199,1.2869
200,1.2297
201,1.0639
202,1.084
203,1.0429
204,1.0796
205,1.011
206,1.0499
207,1.0905
208,1.0198
209,1.0553
210,1.0681
211,1.0625
212,1.0874
213,1.3549
214,1.0775
215,1.0789
216,1.0165
217,1.0423
218,1.0739
219,1.0156
220,1.0679
221,1.0487
222,1.0343
223,1.0689
224,3.1458
225,2.0751
226,1.6886
227,1.0332
228,1.0546
229,1.061
230,1.0199
231,1.0544
232,1.0177
233,1.0371
234,1.1171
235,1.0333
236,1.0445
237,1.1051
238,1.0634
239,1.0977
240,1.0776
241,1.0245
242,1.0639
243,1.0421
244,1.0407
245,1.0746
246,1.0465
247,1.0873
248,1.0894
249,1.0285
250,1.1482
